5,광개토연구소,https://patentpia.com/,"분석지능, 언어·음성지능",2002.09.18,서울특별시,"서울시 강남구 테헤란로34길 32(역삼
동,우일빌딩 1층)",02-569-7503,강민수,데이터베이스 비즈니스,"▣ 이벤트감지 AI 솔루션
- 뉴스 기사에서 등장하는 다양한 정보 중 기업 및 기술과 관련된 이벤트 정보 추출 수행
- 기업/기술의 신규 사항과 관련된 이벤트는 상품의 출시, 기술의 개발 등이 있음
- 기업/기술의 돈의 흐름과 관련된 이벤트는 투자, M&A, IPO 등이 있음
▣ 물성, 물질 인식 AI 솔루션
- 특허문서의 실시예에서 추출한 문장 단위의 텍스트에서 물성과 물질 키워드를 인식하여 태그
▣ 특허 도면 이미지 및 도면 태그 인식 AI 솔루션
- 특허 도면내 도면부호를 인식하고, 특허 명세서에서 도면 부호의 설명을 추출하고 연결함
▣ 특허 기반 클러스터링 솔루션
- 기업/연구자/기술분야 등 단위별 특허세트에서 자연어처리 기법으로 추출한 기술 키워드 내지 기술 아이템을 평가/분류
- 그 후, 비지도학습 계열의 클러스터링 기법으로 기업-기업, 기업-연구자, 기업 기술 등 서로 다른 엔티티간의 군집화를 수행
▣ 기술 아이템 미래 유망성 예측 AI 솔루션
- 글로벌 특허 집단 지성 데이터를 활용하여, 기술 아이템의 3년 또는 5년 후의 부상성(Emergence)를 예측하고 체계적 근거 데이터를 제공하는 솔루션
▣ 개체명 인식 AI 솔루션
- NER이란 미리 정의해 둔 사람, 회사, 장소, 시간 등에 해당하는 단어(개체명)을 문서에서 인식하여 추출 분류하는 기법
- 국가연구개발과제의 제안요청서(RFP)를 대상으로 제품-부품-소재-물질 등의 기술 키워드를 파악하고 이들의 Entity를 매칭하는 솔루션
▣ 근미래 연관 예측 AI 솔루션
- 현재 시점까지는 연관되지 않았으나, 근미래에 연관될 가능성이 높은 신규 연관 예측 데이터를 산출하기 위한 솔루션
- Neural Collaborative Filtering을 활용
▣ 소송 예측 AI 솔루션
- 특정 시점까지의 특허, 특허의 현재 권리자, 특허의 기술분야의 FEATURE 데이터를 토대로 각 특허의 향후 3년 사이에 소송 발생 가능성을 예측하는 Classification 모델"
6,솔트룩스,https://www.saltlux.com/,"언어·음성지능, 분석지능",1981.08.17,서울특별시,"서울시 송파구 올림픽로35길 123 향군
타워 9층",02-2193-1600,이경일,AI사업2본부,"▣ Luxia Platform
- 초거대 언어모델 기반의 생성형 AI 솔루션
▣ 구버 엔터프라이즈 (Goover Enterprise)
- 초거대 언어모델 기반의 AI통합 검색 솔루션
▣ Language Studio
- 생성형 AI서비스를 위한 언어학습 및 관리
▣ Talkbot Studio
- AI챗봇 솔루션
▣ Voice Studio
- 음성인식, 음성합성 관리 솔루션
▣ Search studio
- 벡터기반의 인지검색 솔루션
▣ Scaraping studio
- AI개인화서비스가 가능한 수집솔루션
▣ Knowledge studio
- 지식 그래프데이터 생성에서부터 관리, 지능형 분석이 가능한 AI형 솔루션"
7,스파이더코어,www.spidercore.io,"행동지능 및 기타,분석지능,
언어·음성지능",2020.07.13,대전광역시,"대전광역시 유성구 테크노4로 17, D동
6층 619호(관평동, 비즈센터)",042-710-0660,이기원,기획부,"▣ S.CoreTM Recur
- 이 플랫폼은 암 환자의 수술 후 CT와 혈액 검사 데이터를 AI로 분석해 1년 내 암 재발 가능성을 예측합니다. 현재 폐암, 유방암 재발예측이 가능하며 다른 암종으로의 확
장 가능합니다. 1년 예측 정확도는 AUROC 기준 0.8 이상입니다.
▣ S.CoreTM FRA
- 이 플랫폼은 인공지능을 이용해 사용자의 근력 및 신체 데이터를 분석하여 낙상 위험도를 예측합니다. 팔과 다리의 근육량, 신전력, 굴곡력이 포함되며, 낙상 위험 예측의
정확도는 AUROC로 0.85 이상입니다.
▣ S.Core MD
- 특정 환경에서 원자 및 분자 수준의 움직임을 모델링하는 분자동역학을 대체하는 surrogate AI 알고리즘입니다. 입력으로 분자의 3차원 구조를 나타내는 PDB 파일을 입
력으로 받아 분자 간의 결합 에너지와 결합 trajectory를 분석합니다.
▣ S.Core PPI
- 단백체 빅데이터와 그래프 신경망을 활용하여 단백질 간 상호작용을 예측하는 인공지능 기술입니다. 약 2만 건의 단백질 결합 데이터를 통해 학습된 이 기술은, 실제 결
합력을 나타내는 pKa 값과 비교했을 때 0.6 이상의 높은 피어슨 상관계수를 보여주고 있습니다.
▣ S.Core Lens
-인공지능 기술을 활용하여 특허 검색과 분석을 자동화하고 효율화하는 시스템입니다. 텍스트 마이닝과 자연어 처리를 통해 방대한 특허 문서를 신속하게 분석하고, 유사
기술을 자동으로 식별합니다. 딥러닝 알고리즘을 활용하여 특허 문서의 핵심 기술 요소를 추출하고 분류하며, 사용자가 입력한 기술과의 관련성을 평가합니다."
번호,기업명,홈페이지,전문분야,회사설립일,지역,주소,대표전화,대표자,담당부서,AI솔루션
8,엠아이큐브솔루션,https://micube.co.kr/,분석지능,2005.08.29,서울특별시,"서울특별시 서초구 효령로 55번길 23,
2~5층",02-553-2171,"박문원,
조영택",AI사업부,"▣ 제조특화 SmartAI 솔루션 (AI Visual Inspection)
- 제품에 대한 형태 이미지 및 영상분석을 통한 결함탐지(Defect detection) 및 불량유형(Defect classification) 분류를 통한 생산품질 관리
▣ 제조특화 SmartAI 솔루션 (Data Analysis AI)
- 공정설비의 가동데이터 분석을 통한 사전 설비고장 검출 및 설비 예지보전(Predictive Maintenance)
▣ 제조특화 SmartAI 솔루션 (Optimization AI)
- 제조데이터 분석을 통한 품질예측 및 최적 생산조건 가이던스 공정 최적화를 위한 AI예측 시뮬레이션
▣ 제조특화 SmartAI 솔루션(Anomaly Detection AI)
- '제조데이터 분석을 통한 정상/비정상 패턴 분류 및 분석을 위한 제조공정 이상탐지"
9,어밸브,www.avalve.co.kr/,분석지능,2019.01.10,경기도,"경기도 성남시 수정구 대왕판교로 815,
8층 847호(시흥동, 기업지원
허브 창업존)",02-3275-0110,박규태,전략기획팀,"▣ 머신 비전 기반 식물공장형 스마트팜 작물 생육환경 통합 관제 솔루션
- 빅데이터를 기반으로 인공지능이 자동으로 사람 대신 사용자가 원하는 모습으로 자랄 수 있는 환경 및 변수를 자동 제어하며, 전문가 없이도 작물의 등급 및 수확 시기,
무게, 병해충 여부 등을 예측할 수 있음
- 관리자가 관리하기 쉽게 대시보드 형태로 스마트팜 상황을 실시간으로 보여주어 노트북, 태블릿 등에서 언제나 접근하여 모니터링하고 제어할 수 있음"
10,테크다스,techdas.co.kr,분석지능,2016.04.07,서울특별시,"서울특별시 금천구 가산디지털1로
204, 5층 510호(가산동, 가산반도아이
비밸리)",02-865-1313,고홍철,경영혁신팀,"▣ PTOP-VsensorTM
- 값비싼 온라인 하드웨어 분석기 대신에 가상 예측 센서로 실시간 품질 및 배기가스 CO/O2/SOx/ NOx 농도 예측
- 온도, 유량, 압력과 같은 물리적 센서가 만들어낸 데이터를 머신러닝 기법으로 결합해 제품의 품질이나 환경오염물질 농도와 같은 이차적인 성질을 예측하는 소프트웨어
기술
- 모든 제조공장에 적용 가능
▣ PTOP-VAlertTM
- 제조공장 및 설비의 이상징후 및 다양한 고장과 원인을 빅데이터화한 후 AI를 활용하여 예측 알고리즘 개발로 실시간 위험도를 측정 및 분석하고 선제적 대응
- 제조공장 및 설비의 정상적인 데이터에 대해 비지도학습 방법으로 패턴을 학습하여 공장의 고장 탐지하며, 사례 수집 필요없음.
- 모든 제조공장에 적용 가능
▣ FomulaIQ(포뮬라아이큐)
- 제품 품질이나 목표치를 달성할 수 있는 원료 조합과 공정조건을 결정하는 솔루션"
11,디아이랩,www.dilab.kr,분석지능 및 시각지능,2020.03.19,서울특별시,"서울특별시 서대문구 경기대로 47, 302
호(충정로2가, 진양빌딩",02-364-2388,명광민,Intelligence 사업팀,"▣ 디아이캐스트 이상감지 솔루션
- 기후환경 분야의 시계열 센싱 데이터의 이상여부를 판단하고 이상값을 보정하는 솔루션
▣ 디아이캐스트 예측 솔루션
- 기후환경 분야의 시계열 센싱 데이터의 미래 수치값을 예측하는 솔루션
▣ 수요 예측 솔루션
- 기상요소에 영향을 받는 산업 수요의 미래 수치값을 예측하는 솔루션
▣ 영상 인식 토탈 솔루션
- 이미지나 영상의 분류, 탐지, 분할, 추적을 수행하는 토탈 솔루션
▣ 태양광 발전량 이상감지 솔루션
- 에너지 및 기후환경 분야의 시계열 센싱 데이터의 이상여부를 판단하고 이상값을 보정하는 솔루션
▣ 태양광 발전량 예측 솔루션
- 에너지 분야의 태양광 발전량 데이터의 미래 수치값을 예측하는 솔루션
▣ 초단기 강수 예측 솔루션
- 기상 분야의 초단기(향후 3~6시간) 강수를 예측하는 솔루션"
12,데이터랩,http://www.big-datalab.com/,분석지능,2021-03-01,경기도,"수원시 영통구 광교산로 154-42,
5205호(이의동, 덕문관)",031-249-1635,장석진,데이터/AI 연구소,"▣ 금융 데이터 중심의 자동 경리회계 관리 솔루션
 XGBoost 및 RandomForest 기반 AI 모델 활용 입출금 내역 및 증빙 데이터 자동 매칭 및 거래처/용도 예측
 LSTM 기반 비용 패턴 분석 및 LightGBM 활용 자금 흐름 예측 기능 제공
▣ 국산 AI반도체 활용 운송비용과 운항 일정 예측 포워딩 솔루션
 CNN 및 Transformer 모델을 활용한 운송 비용 및 일정 예측
 물류 ERP 데이터 기반 최적 운임 및 일정 산출
▣ 신장기능 진단을 위한 조직 투명화 기술 기반 3차원 사구체 AI 혈관 분석 솔루션
 MobileNetV3 기반 AI 모델을 활용하여 2D/3D 신장 조직 이미지에서 사구체 자동 검출
 K-Means Clustering 및 Harris Corner Detector를 적용하여 사구체 위치 및 개수 분석
 3D 영상 분석 및 뷰어 프로그램 개발을 통한 시각적 데이터 분석 지원
▣ 수요예측 AI 알고리즘을 활용한 철강 규격소재 제품의 생산공정 최적화 및 납기 지연 개선 솔루션
 LSTM, ANN과 GBM을 활용한 철강 소재 수요/납기 일정 예측
 인과형 분석 방법을 통한 생산공정 최적화 및 자동화 지원
▣ AI 알고리즘을 활용한 렌즈(스마트폰/자율주행차) 불량 및 수율 개선 솔루션 개발
 MLP 및 GBM을 활용한 렌즈 제조 공정 불량 탐지 및 수율 최적화
 Ensemble, SVM 등을 활용한 AI 기반 최적 조합 추천"
13,사피온코리아,https://www.sapeon.com/,"시각지능, 언어·음성지능",2022.01.04,경기도,"성남시 분당구 판교로 253, 에이동 6층
(삼평동, 판교 이노밸리 A동 6층)",031-603-0401,류수정,Biz Development,"▣ SAPEON Eyes
- Classification, detection, segmentation, pose estimation 등의 세부기능 제공
▣ SAPEON Upscaler
- Super resolution, Image enhancement, Frame rate up conversion, SDR to HDR 등의 세부모델을 HW-SW 통합 솔루션,혹은 Cloud API 형태로 제공
▣ SAPEON Location
- 모바일 디바이스의 광학 카메라를 통해 주변 환경을 읽고, 공간 DB와 매칭을 통해 사용자가 현재 어디에 있는지 판단하는 기술
▣ SAPEON Language
- SAPEON NPU에 최적화한 모델로，높은 Perplexity와 전력소모 대비 높은 생성속도 제공"
14,한솔코에버,http://www.coever.co.kr/,분석지능,2006.04.26,서울특별시,"금천구 가산디지털1로 168, C동 9층
901,902호(가산동,우림라이온스밸리)",02-859-7788,반기동,기획사업팀,"▣ 인공지능 기반 이상 탐지를 통한 품질 예측 및 설비상태 최적화
- 정상데이터와 다른 특성을 갖는 결함 데이터를 찾아내는 이상탐지 솔루션으로 제조 현장 품질 예측 및 운영 최적화, 설비 예지보전, 생산/품질 모니터링에 활용
▣ 인공지능 기반 자연어 작업 기록 상태 분석 솔루션
- 제조 기록지 분석 기반의 언어처리 솔루션(번역, 음성인식, 감성분석, 챗봇, 문장 요약, 검색 등)
▣ 인공지능 기반 비전 이미지 분석 자동 양불 검사 솔루션
- 인공지능 기반 비전 이미지 분석 자동 양불 검사 솔루션으로 제조공장에서 공정 진행 간 발생하는 불량 검출
▣ 현장 관리자/운영자를 위한 설명 가능한 인공지능 솔루션
- 사용자가 AI 프로젝트 단계 별로 「데이터의 질(라벨링의 일관성)을 유지」 여부 확인 및 모델의 결과를 현장에 적용 가능한지 판단
▣ CCTV 영상을 통한 AI 기반의 사람 인식과 신체 추정
- CCTV를 활용하여 이용자/작업자/사용자의 자동 출입 관리 및 이상 패턴 감지 가능"
